"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_t2g","sg_total"
"697",2016,"Sam Burns","28",4,0,70.653,50,25.19,57.18,307.6,4.52,68.44,"2,108.500",28.6,55.28,0.473,0.97
"698",2017,"Sam Burns","28",4,0,70.653,50,25.19,57.18,307.6,4.52,68.44,"2,108.500",28.6,55.28,0.473,0.97
"699",2018,"Sam Burns","28",4,0,70.653,50,25.19,57.18,307.6,4.52,68.44,"2,108.500",28.6,55.28,0.473,0.97
"700",2019,"Sam Burns","28",4,0,70.653,50,25.19,57.18,307.6,4.52,68.44,"2,108.500",28.6,55.28,0.473,0.97
"701",2016,"Sam Ryder","99",3,0,71.293,52,21.74,62.26,296.8,4.57,69.02,"1,648.750",29.08,56.55,0.194,-0.235
"702",2017,"Sam Ryder","99",3,0,71.293,52,21.74,62.26,296.8,4.57,69.02,"1,648.750",29.08,56.55,0.194,-0.235
"703",2018,"Sam Ryder","99",3,0,71.293,52,21.74,62.26,296.8,4.57,69.02,"1,648.750",29.08,56.55,0.194,-0.235
"704",2019,"Sam Ryder","99",3,0,71.293,52,21.74,62.26,296.8,4.57,69.02,"1,648.750",29.08,56.55,0.194,-0.235
"705",2016,"Satoshi Kodaira","T191",0,0,71.77,46,22.22,68.71,286.3,4.79,64.13,"1,832.167",29.22,60.27,-0.398,-0.731
"706",2017,"Satoshi Kodaira","T191",0,0,71.77,46,22.22,68.71,286.3,4.79,64.13,"1,832.167",29.22,60.27,-0.398,-0.731
"707",2018,"Satoshi Kodaira","T191",0,0,71.77,46,22.22,68.71,286.3,4.79,64.13,"1,832.167",29.22,60.27,-0.398,-0.731
"708",2019,"Satoshi Kodaira","T191",0,0,71.77,46,22.22,68.71,286.3,4.79,64.13,"1,832.167",29.22,60.27,-0.398,-0.731
"709",2016,"Scott Brown","T135",0,0,72.16,50,21.43,59.77,296.9,4.7,63.33,"1,672.583",28.76,62.12,-0.987,-0.98
"710",2017,"Scott Brown","T135",0,0,72.16,50,21.43,59.77,296.9,4.7,63.33,"1,672.583",28.76,62.12,-0.987,-0.98
"711",2018,"Scott Brown","T135",0,0,72.16,50,21.43,59.77,296.9,4.7,63.33,"1,672.583",28.76,62.12,-0.987,-0.98
"712",2019,"Scott Brown","T135",0,0,72.16,50,21.43,59.77,296.9,4.7,63.33,"1,672.583",28.76,62.12,-0.987,-0.98
"713",2016,"Scott Harrington","147",0,0,71.926,56,18.32,57.69,305.9,4.72,60.71,"1,892.667",28.64,56.57,-0.092,-0.433
"714",2017,"Scott Harrington","147",0,0,71.926,56,18.32,57.69,305.9,4.72,60.71,"1,892.667",28.64,56.57,-0.092,-0.433
"715",2018,"Scott Harrington","147",0,0,71.926,56,18.32,57.69,305.9,4.72,60.71,"1,892.667",28.64,56.57,-0.092,-0.433
"716",2019,"Scott Harrington","147",0,0,71.926,56,18.32,57.69,305.9,4.72,60.71,"1,892.667",28.64,56.57,-0.092,-0.433
"717",2016,"Scott Piercy","106",0,0,71.121,48,24.8,58.68,292.4,4.59,65.05,"2,010.000",28.71,64.24,0.169,-0.238
"718",2017,"Scott Piercy","106",0,0,71.121,48,24.8,58.68,292.4,4.59,65.05,"2,010.000",28.71,64.24,0.169,-0.238
"719",2018,"Scott Piercy","106",0,0,71.121,48,24.8,58.68,292.4,4.59,65.05,"2,010.000",28.71,64.24,0.169,-0.238
"720",2019,"Scott Piercy","106",0,0,71.121,48,24.8,58.68,292.4,4.59,65.05,"2,010.000",28.71,64.24,0.169,-0.238
"721",2016,"Scott Stallings","111",1,0,71.189,44,14.71,60.1,296.4,4.53,67.8,"1,765.583",29.18,67.84,0.301,0.011
"722",2017,"Scott Stallings","111",1,0,71.189,44,14.71,60.1,296.4,4.53,67.8,"1,765.583",29.18,67.84,0.301,0.011
"723",2018,"Scott Stallings","111",1,0,71.189,44,14.71,60.1,296.4,4.53,67.8,"1,765.583",29.18,67.84,0.301,0.011
"724",2019,"Scott Stallings","111",1,0,71.189,44,14.71,60.1,296.4,4.53,67.8,"1,765.583",29.18,67.84,0.301,0.011
"725",2016,"Scottie Scheffler","T17",4,0,70.786,63,30.71,66.92,304.7,4.47,68.75,"2,341.917",28.55,60.95,0.745,0.848
"726",2017,"Scottie Scheffler","T17",4,0,70.786,63,30.71,66.92,304.7,4.47,68.75,"2,341.917",28.55,60.95,0.745,0.848
"727",2018,"Scottie Scheffler","T17",4,0,70.786,63,30.71,66.92,304.7,4.47,68.75,"2,341.917",28.55,60.95,0.745,0.848
"728",2019,"Scottie Scheffler","T17",4,0,70.786,63,30.71,66.92,304.7,4.47,68.75,"2,341.917",28.55,60.95,0.745,0.848
"729",2016,"Sean O'Hair","T173",0,0,72.529,25,17.95,62.43,296.6,4.66,66.67,"903.417",29.92,56.67,-1.208,-2.168
"730",2017,"Sean O'Hair","T173",0,0,72.529,25,17.95,62.43,296.6,4.66,66.67,"903.417",29.92,56.67,-1.208,-2.168
"731",2018,"Sean O'Hair","T173",0,0,72.529,25,17.95,62.43,296.6,4.66,66.67,"903.417",29.92,56.67,-1.208,-2.168
"732",2019,"Sean O'Hair","T173",0,0,72.529,25,17.95,62.43,296.6,4.66,66.67,"903.417",29.92,56.67,-1.208,-2.168
"733",2016,"Sebastian Cappelen","T152",0,0,72.201,38,19.13,51.32,298.9,4.62,61.84,"1,019.833",28.05,56.7,-1.223,-0.765
"734",2017,"Sebastian Cappelen","T152",0,0,72.201,38,19.13,51.32,298.9,4.62,61.84,"1,019.833",28.05,56.7,-1.223,-0.765
"735",2018,"Sebastian Cappelen","T152",0,0,72.201,38,19.13,51.32,298.9,4.62,61.84,"1,019.833",28.05,56.7,-1.223,-0.765
"736",2019,"Sebastian Cappelen","T152",0,0,72.201,38,19.13,51.32,298.9,4.62,61.84,"1,019.833",28.05,56.7,-1.223,-0.765
"737",2016,"Sebastián Muñoz","70",2,0,71.352,65,25.27,62.44,297.6,4.54,66.67,"2,467.000",29.16,58.06,0.301,0.228
"738",2017,"Sebastián Muñoz","70",2,0,71.352,65,25.27,62.44,297.6,4.54,66.67,"2,467.000",29.16,58.06,0.301,0.228
"739",2018,"Sebastián Muñoz","70",2,0,71.352,65,25.27,62.44,297.6,4.54,66.67,"2,467.000",29.16,58.06,0.301,0.228
"740",2019,"Sebastián Muñoz","70",2,0,71.352,65,25.27,62.44,297.6,4.54,66.67,"2,467.000",29.16,58.06,0.301,0.228
"741",2016,"Sepp Straka","40",2,0,70.825,70,22.16,57.27,303.1,4.53,66.75,"2,523.500",28.57,58.95,0.037,0.173
"742",2017,"Sepp Straka","40",2,0,70.825,70,22.16,57.27,303.1,4.53,66.75,"2,523.500",28.57,58.95,0.037,0.173
"743",2018,"Sepp Straka","40",2,0,70.825,70,22.16,57.27,303.1,4.53,66.75,"2,523.500",28.57,58.95,0.037,0.173
"744",2019,"Sepp Straka","40",2,0,70.825,70,22.16,57.27,303.1,4.53,66.75,"2,523.500",28.57,58.95,0.037,0.173
"745",2016,"Sergio Garcia","52",3,1,70.942,45,27.27,59.61,308.9,4.45,70,"1,809.833",29.6,62.96,1.177,0.62
"746",2017,"Sergio Garcia","52",3,1,70.942,45,27.27,59.61,308.9,4.45,70,"1,809.833",29.6,62.96,1.177,0.62
"747",2018,"Sergio Garcia","52",3,1,70.942,45,27.27,59.61,308.9,4.45,70,"1,809.833",29.6,62.96,1.177,0.62
"748",2019,"Sergio Garcia","52",3,1,70.942,45,27.27,59.61,308.9,4.45,70,"1,809.833",29.6,62.96,1.177,0.62
"749",2016,"Shane Lowry","88",2,0,70.494,47,32,60.62,299.6,4.68,68.69,"1,825.833",29.75,56.45,0.881,0.748
"750",2017,"Shane Lowry","88",2,0,70.494,47,32,60.62,299.6,4.68,68.69,"1,825.833",29.75,56.45,0.881,0.748
"751",2018,"Shane Lowry","88",2,0,70.494,47,32,60.62,299.6,4.68,68.69,"1,825.833",29.75,56.45,0.881,0.748
"752",2019,"Shane Lowry","88",2,0,70.494,47,32,60.62,299.6,4.68,68.69,"1,825.833",29.75,56.45,0.881,0.748
"753",2016,"Si Woo Kim","75",3,1,70.642,62,19.55,59.71,297.8,4.6,67.51,"2,306.417",28.85,65.22,0.77,0.854
"754",2017,"Si Woo Kim","75",3,1,70.642,62,19.55,59.71,297.8,4.6,67.51,"2,306.417",28.85,65.22,0.77,0.854
"755",2018,"Si Woo Kim","75",3,1,70.642,62,19.55,59.71,297.8,4.6,67.51,"2,306.417",28.85,65.22,0.77,0.854
"756",2019,"Si Woo Kim","75",3,1,70.642,62,19.55,59.71,297.8,4.6,67.51,"2,306.417",28.85,65.22,0.77,0.854
"757",2016,"Steve Stricker","95",1,0,70.705,26,16.88,67.31,283.3,4.63,63.68,"864.083",28.54,60,0.026,0.362
"758",2017,"Steve Stricker","95",1,0,70.705,26,16.88,67.31,283.3,4.63,63.68,"864.083",28.54,60,0.026,0.362
"759",2018,"Steve Stricker","95",1,0,70.705,26,16.88,67.31,283.3,4.63,63.68,"864.083",28.54,60,0.026,0.362
"760",2019,"Steve Stricker","95",1,0,70.705,26,16.88,67.31,283.3,4.63,63.68,"864.083",28.54,60,0.026,0.362
"761",2016,"Stewart Cink","22",3,2,70.383,50,27.93,58.69,306,4.6,73.56,"1,570.083",29.28,58.82,0.494,0.728
"762",2017,"Stewart Cink","22",3,2,70.383,50,27.93,58.69,306,4.6,73.56,"1,570.083",29.28,58.82,0.494,0.728
"763",2018,"Stewart Cink","22",3,2,70.383,50,27.93,58.69,306,4.6,73.56,"1,570.083",29.28,58.82,0.494,0.728
"764",2019,"Stewart Cink","22",3,2,70.383,50,27.93,58.69,306,4.6,73.56,"1,570.083",29.28,58.82,0.494,0.728
"765",2016,"Sung Kang","215",0,0,73.276,54,15.84,52.52,290.6,4.71,59.47,"2,493.083",29.26,50.76,-1.973,-2.281
"766",2017,"Sung Kang","215",0,0,73.276,54,15.84,52.52,290.6,4.71,59.47,"2,493.083",29.26,50.76,-1.973,-2.281
"767",2018,"Sung Kang","215",0,0,73.276,54,15.84,52.52,290.6,4.71,59.47,"2,493.083",29.26,50.76,-1.973,-2.281
"768",2019,"Sung Kang","215",0,0,73.276,54,15.84,52.52,290.6,4.71,59.47,"2,493.083",29.26,50.76,-1.973,-2.281
"769",2016,"Sungjae Im","13",3,0,70.383,77,21.84,69.86,297.5,4.57,68.77,"2,925.833",28.5,62.26,0.498,1.081
"770",2017,"Sungjae Im","13",3,0,70.383,77,21.84,69.86,297.5,4.57,68.77,"2,925.833",28.5,62.26,0.498,1.081
"771",2018,"Sungjae Im","13",3,0,70.383,77,21.84,69.86,297.5,4.57,68.77,"2,925.833",28.5,62.26,0.498,1.081
"772",2019,"Sungjae Im","13",3,0,70.383,77,21.84,69.86,297.5,4.57,68.77,"2,925.833",28.5,62.26,0.498,1.081
"773",2016,"Talor Gooch","43",3,0,70.395,57,25.78,59.76,300.8,4.57,66.05,"2,571.000",28.33,65.15,0.583,0.904
"774",2017,"Talor Gooch","43",3,0,70.395,57,25.78,59.76,300.8,4.57,66.05,"2,571.000",28.33,65.15,0.583,0.904
"775",2018,"Talor Gooch","43",3,0,70.395,57,25.78,59.76,300.8,4.57,66.05,"2,571.000",28.33,65.15,0.583,0.904
"776",2019,"Talor Gooch","43",3,0,70.395,57,25.78,59.76,300.8,4.57,66.05,"2,571.000",28.33,65.15,0.583,0.904
"777",2016,"Ted Potter, Jr.","188",1,0,71.903,38,21.32,53.96,290.4,4.67,63.89,"1,402.417",29.13,53.44,-0.363,-1.084
"778",2017,"Ted Potter, Jr.","188",1,0,71.903,38,21.32,53.96,290.4,4.67,63.89,"1,402.417",29.13,53.44,-0.363,-1.084
"779",2018,"Ted Potter, Jr.","188",1,0,71.903,38,21.32,53.96,290.4,4.67,63.89,"1,402.417",29.13,53.44,-0.363,-1.084
"780",2019,"Ted Potter, Jr.","188",1,0,71.903,38,21.32,53.96,290.4,4.67,63.89,"1,402.417",29.13,53.44,-0.363,-1.084
"781",2016,"Tim Wilkinson","113",0,0,71.897,38,16,66.92,275.7,4.7,64.91,"701.333",28.74,62.08,-0.244,-0.361
"782",2017,"Tim Wilkinson","113",0,0,71.897,38,16,66.92,275.7,4.7,64.91,"701.333",28.74,62.08,-0.244,-0.361
"783",2018,"Tim Wilkinson","113",0,0,71.897,38,16,66.92,275.7,4.7,64.91,"701.333",28.74,62.08,-0.244,-0.361
"784",2019,"Tim Wilkinson","113",0,0,71.897,38,16,66.92,275.7,4.7,64.91,"701.333",28.74,62.08,-0.244,-0.361
"785",2016,"Tom Hoge","76",1,0,70.892,62,23.27,61.83,289.2,4.57,65.05,"2,416.083",27.94,61.03,0.356,0.508
"786",2017,"Tom Hoge","76",1,0,70.892,62,23.27,61.83,289.2,4.57,65.05,"2,416.083",27.94,61.03,0.356,0.508
"787",2018,"Tom Hoge","76",1,0,70.892,62,23.27,61.83,289.2,4.57,65.05,"2,416.083",27.94,61.03,0.356,0.508
"788",2019,"Tom Hoge","76",1,0,70.892,62,23.27,61.83,289.2,4.57,65.05,"2,416.083",27.94,61.03,0.356,0.508
"789",2016,"Tom Lewis","125",1,0,71.333,46,22.56,53.89,304.3,4.65,64.61,"1,719.833",28.96,60.41,0.232,0.153
"790",2017,"Tom Lewis","125",1,0,71.333,46,22.56,53.89,304.3,4.65,64.61,"1,719.833",28.96,60.41,0.232,0.153
"791",2018,"Tom Lewis","125",1,0,71.333,46,22.56,53.89,304.3,4.65,64.61,"1,719.833",28.96,60.41,0.232,0.153
"792",2019,"Tom Lewis","125",1,0,71.333,46,22.56,53.89,304.3,4.65,64.61,"1,719.833",28.96,60.41,0.232,0.153
"793",2016,"Tommy Fleetwood","112",2,0,71.603,39,22.55,62.08,298.2,4.67,64.54,"1,388.583",29.21,57.14,0.188,-0.022
"794",2017,"Tommy Fleetwood","112",2,0,71.603,39,22.55,62.08,298.2,4.67,64.54,"1,388.583",29.21,57.14,0.188,-0.022
"795",2018,"Tommy Fleetwood","112",2,0,71.603,39,22.55,62.08,298.2,4.67,64.54,"1,388.583",29.21,57.14,0.188,-0.022
"796",2019,"Tommy Fleetwood","112",2,0,71.603,39,22.55,62.08,298.2,4.67,64.54,"1,388.583",29.21,57.14,0.188,-0.022
"797",2016,"Tony Finau","11",6,0,69.998,55,23.13,54.83,304.9,4.48,66.13,"1,604.250",27.87,62.46,1.41,1.519
"798",2017,"Tony Finau","11",6,0,69.998,55,23.13,54.83,304.9,4.48,66.13,"1,604.250",27.87,62.46,1.41,1.519
"799",2018,"Tony Finau","11",6,0,69.998,55,23.13,54.83,304.9,4.48,66.13,"1,604.250",27.87,62.46,1.41,1.519
"800",2019,"Tony Finau","11",6,0,69.998,55,23.13,54.83,304.9,4.48,66.13,"1,604.250",27.87,62.46,1.41,1.519
"801",2016,"Troy Merritt","158",0,0,71.333,60,18.71,59.45,291.9,4.68,63.8,"2,372.167",29.12,62.66,-0.076,-0.313
"802",2017,"Troy Merritt","158",0,0,71.333,60,18.71,59.45,291.9,4.68,63.8,"2,372.167",29.12,62.66,-0.076,-0.313
"803",2018,"Troy Merritt","158",0,0,71.333,60,18.71,59.45,291.9,4.68,63.8,"2,372.167",29.12,62.66,-0.076,-0.313
"804",2019,"Troy Merritt","158",0,0,71.333,60,18.71,59.45,291.9,4.68,63.8,"2,372.167",29.12,62.66,-0.076,-0.313
"805",2016,"Tyler Duncan","T168",0,0,71.69,62,21.08,66.59,288.8,4.68,64.43,"2,431.833",29.23,59.45,0.318,-0.284
"806",2017,"Tyler Duncan","T168",0,0,71.69,62,21.08,66.59,288.8,4.68,64.43,"2,431.833",29.23,59.45,0.318,-0.284
"807",2018,"Tyler Duncan","T168",0,0,71.69,62,21.08,66.59,288.8,4.68,64.43,"2,431.833",29.23,59.45,0.318,-0.284
"808",2019,"Tyler Duncan","T168",0,0,71.69,62,21.08,66.59,288.8,4.68,64.43,"2,431.833",29.23,59.45,0.318,-0.284
"809",2016,"Tyler McCumber","156",2,0,71.581,46,16.22,57.61,308.4,4.6,64.98,"1,715.500",29.37,56.9,0.007,-0.731
"810",2017,"Tyler McCumber","156",2,0,71.581,46,16.22,57.61,308.4,4.6,64.98,"1,715.500",29.37,56.9,0.007,-0.731
"811",2018,"Tyler McCumber","156",2,0,71.581,46,16.22,57.61,308.4,4.6,64.98,"1,715.500",29.37,56.9,0.007,-0.731
"812",2019,"Tyler McCumber","156",2,0,71.581,46,16.22,57.61,308.4,4.6,64.98,"1,715.500",29.37,56.9,0.007,-0.731
"813",2016,"Tyrrell Hatton","24",3,0,70.34,45,19.8,64.31,295.9,4.6,65.61,"1,667.250",28.19,62.69,0.977,1.274
"814",2017,"Tyrrell Hatton","24",3,0,70.34,45,19.8,64.31,295.9,4.6,65.61,"1,667.250",28.19,62.69,0.977,1.274
"815",2018,"Tyrrell Hatton","24",3,0,70.34,45,19.8,64.31,295.9,4.6,65.61,"1,667.250",28.19,62.69,0.977,1.274
"816",2019,"Tyrrell Hatton","24",3,0,70.34,45,19.8,64.31,295.9,4.6,65.61,"1,667.250",28.19,62.69,0.977,1.274
"817",2016,"Vaughn Taylor","129",0,0,71.569,51,17.04,65.59,279.8,4.65,63.94,"1,254.167",28.1,62.54,-0.6,-0.379
"818",2017,"Vaughn Taylor","129",0,0,71.569,51,17.04,65.59,279.8,4.65,63.94,"1,254.167",28.1,62.54,-0.6,-0.379
"819",2018,"Vaughn Taylor","129",0,0,71.569,51,17.04,65.59,279.8,4.65,63.94,"1,254.167",28.1,62.54,-0.6,-0.379
"820",2019,"Vaughn Taylor","129",0,0,71.569,51,17.04,65.59,279.8,4.65,63.94,"1,254.167",28.1,62.54,-0.6,-0.379
"821",2016,"Victor Perez","199",2,0,NA,NA,20,66.43,295.9,4.8,63.89,"794.333",29.6,50,-0.68,-0.215
"822",2017,"Victor Perez","199",2,0,NA,NA,20,66.43,295.9,4.8,63.89,"794.333",29.6,50,-0.68,-0.215
"823",2018,"Victor Perez","199",2,0,NA,NA,20,66.43,295.9,4.8,63.89,"794.333",29.6,50,-0.68,-0.215
"824",2019,"Victor Perez","199",2,0,NA,NA,20,66.43,295.9,4.8,63.89,"794.333",29.6,50,-0.68,-0.215
"825",2016,"Viktor Hovland","7",4,1,70.191,53,32.31,63.65,301.1,4.43,68.78,"1,987.833",28.54,59.43,1.299,1.271
"826",2017,"Viktor Hovland","7",4,1,70.191,53,32.31,63.65,301.1,4.43,68.78,"1,987.833",28.54,59.43,1.299,1.271
"827",2018,"Viktor Hovland","7",4,1,70.191,53,32.31,63.65,301.1,4.43,68.78,"1,987.833",28.54,59.43,1.299,1.271
"828",2019,"Viktor Hovland","7",4,1,70.191,53,32.31,63.65,301.1,4.43,68.78,"1,987.833",28.54,59.43,1.299,1.271
"829",2016,"Vincent Whaley","159",0,0,71.551,50,22.58,55.71,295.6,4.57,64.11,"1,622.250",28.5,62.54,-0.521,-0.483
"830",2017,"Vincent Whaley","159",0,0,71.551,50,22.58,55.71,295.6,4.57,64.11,"1,622.250",28.5,62.54,-0.521,-0.483
"831",2018,"Vincent Whaley","159",0,0,71.551,50,22.58,55.71,295.6,4.57,64.11,"1,622.250",28.5,62.54,-0.521,-0.483
"832",2019,"Vincent Whaley","159",0,0,71.551,50,22.58,55.71,295.6,4.57,64.11,"1,622.250",28.5,62.54,-0.521,-0.483
"833",2016,"Webb Simpson","T14",5,0,69.844,49,26.14,71.12,292.7,4.5,70.05,"1,522.667",28.63,70.97,0.926,1.516
"834",2017,"Webb Simpson","T14",5,0,69.844,49,26.14,71.12,292.7,4.5,70.05,"1,522.667",28.63,70.97,0.926,1.516
"835",2018,"Webb Simpson","T14",5,0,69.844,49,26.14,71.12,292.7,4.5,70.05,"1,522.667",28.63,70.97,0.926,1.516
"836",2019,"Webb Simpson","T14",5,0,69.844,49,26.14,71.12,292.7,4.5,70.05,"1,522.667",28.63,70.97,0.926,1.516
"837",2016,"Wesley Bryan","107",0,0,71.467,26,22.47,49.18,299.3,4.59,61.75,"1,060.667",28.15,53.63,-0.197,0.124
"838",2017,"Wesley Bryan","107",0,0,71.467,26,22.47,49.18,299.3,4.59,61.75,"1,060.667",28.15,53.63,-0.197,0.124
"839",2018,"Wesley Bryan","107",0,0,71.467,26,22.47,49.18,299.3,4.59,61.75,"1,060.667",28.15,53.63,-0.197,0.124
"840",2019,"Wesley Bryan","107",0,0,71.467,26,22.47,49.18,299.3,4.59,61.75,"1,060.667",28.15,53.63,-0.197,0.124
"841",2016,"Will Gordon","T71",0,0,71.581,64,22.61,54.82,314.6,4.64,66.93,"2,503.583",29.28,51.97,-0.446,-0.4
"842",2017,"Will Gordon","T71",0,0,71.581,64,22.61,54.82,314.6,4.64,66.93,"2,503.583",29.28,51.97,-0.446,-0.4
"843",2018,"Will Gordon","T71",0,0,71.581,64,22.61,54.82,314.6,4.64,66.93,"2,503.583",29.28,51.97,-0.446,-0.4
"844",2019,"Will Gordon","T71",0,0,71.581,64,22.61,54.82,314.6,4.64,66.93,"2,503.583",29.28,51.97,-0.446,-0.4
"845",2016,"Will Zalatoris","30",6,0,69.967,61,27.34,56.4,307.6,4.5,69.44,"2,110.750",29.26,59.56,1.317,1.438
"846",2017,"Will Zalatoris","30",6,0,69.967,61,27.34,56.4,307.6,4.5,69.44,"2,110.750",29.26,59.56,1.317,1.438
"847",2018,"Will Zalatoris","30",6,0,69.967,61,27.34,56.4,307.6,4.5,69.44,"2,110.750",29.26,59.56,1.317,1.438
"848",2019,"Will Zalatoris","30",6,0,69.967,61,27.34,56.4,307.6,4.5,69.44,"2,110.750",29.26,59.56,1.317,1.438
"849",2016,"Wyndham Clark","37",2,0,70.917,50,26.61,48.71,317.3,4.52,64.78,"2,095.583",28.22,63.09,0.007,-0.02
"850",2017,"Wyndham Clark","37",2,0,70.917,50,26.61,48.71,317.3,4.52,64.78,"2,095.583",28.22,63.09,0.007,-0.02
"851",2018,"Wyndham Clark","37",2,0,70.917,50,26.61,48.71,317.3,4.52,64.78,"2,095.583",28.22,63.09,0.007,-0.02
"852",2019,"Wyndham Clark","37",2,0,70.917,50,26.61,48.71,317.3,4.52,64.78,"2,095.583",28.22,63.09,0.007,-0.02
"853",2016,"Xander Schauffele","1",6,0,69.892,49,28.45,59.94,306.3,4.31,68.6,"1,598.917",28.11,61.92,1.151,1.851
"854",2017,"Xander Schauffele","1",6,0,69.892,49,28.45,59.94,306.3,4.31,68.6,"1,598.917",28.11,61.92,1.151,1.851
"855",2018,"Xander Schauffele","1",6,0,69.892,49,28.45,59.94,306.3,4.31,68.6,"1,598.917",28.11,61.92,1.151,1.851
"856",2019,"Xander Schauffele","1",6,0,69.892,49,28.45,59.94,306.3,4.31,68.6,"1,598.917",28.11,61.92,1.151,1.851
"857",2016,"Xinjun Zhang","209",0,0,72.068,52,16.67,57.3,291.6,4.7,63.25,"1,791.167",28.87,59.01,-0.562,-1.063
"858",2017,"Xinjun Zhang","209",0,0,72.068,52,16.67,57.3,291.6,4.7,63.25,"1,791.167",28.87,59.01,-0.562,-1.063
"859",2018,"Xinjun Zhang","209",0,0,72.068,52,16.67,57.3,291.6,4.7,63.25,"1,791.167",28.87,59.01,-0.562,-1.063
"860",2019,"Xinjun Zhang","209",0,0,72.068,52,16.67,57.3,291.6,4.7,63.25,"1,791.167",28.87,59.01,-0.562,-1.063
"861",2016,"Zach Johnson","T82",3,0,70.497,54,20.59,61.97,290.4,4.66,68.31,"2,063.333",29.28,59.09,0.004,0.732
"862",2017,"Zach Johnson","T82",3,0,70.497,54,20.59,61.97,290.4,4.66,68.31,"2,063.333",29.28,59.09,0.004,0.732
"863",2018,"Zach Johnson","T82",3,0,70.497,54,20.59,61.97,290.4,4.66,68.31,"2,063.333",29.28,59.09,0.004,0.732
"864",2019,"Zach Johnson","T82",3,0,70.497,54,20.59,61.97,290.4,4.66,68.31,"2,063.333",29.28,59.09,0.004,0.732
